Date,SPX,NDAQ,AAPL,MSFT,NFLX,NVDA
29/12/2020,3750.01001,40.87297128,134.8446361,218.3175766,519.9000244,12.89228005
30/12/2020,3736.189941,40.9139481,132.4319559,217.2757043,530.1300049,12.95736388
31/12/2020,3733.27002,40.98330816,130.9668102,213.8703984,525.5300293,13.10324253
04/01/2021,3764.610107,42.15921882,130.4198059,214.6710801,539,13.07107501
05/01/2021,3698.02002,41.70523673,125.8972926,209.587208,521.5499878,13.06658523
06/01/2021,3712.199951,41.72415672,124.7544664,204.6769587,511.9700012,13.1890259
07/01/2021,3764.709961,42.54066918,125.3796082,206.4809046,508.2799988,12.93467181
08/01/2021,3815.050049,42.69515287,129.3550838,210.9570559,511.3099976,13.32867181
11/01/2021,3803.139893,43.57156893,126.1903601,210.7544833,507.8399963,13.38477824
12/01/2021,3801.620117,44.44797557,125.5163804,208.8540074,500,13.717685
13/01/2021,3802.22998,44.78844945,125.7703349,206.461633,495.5,13.45584853
14/01/2021,3814.97998,45.15099978,127.7629783,208.2848838,507.3500061,13.54063437
15/01/2021,3788.72998,44.58983863,125.7898551,205.9793149,500,13.19451022
19/01/2021,3781.879883,44.83258414,124.8130659,206.201126,501,12.98329915
20/01/2021,3816.219971,45.20143995,125.672639,210.0116602,565.4199829,13.07855724
21/01/2021,3857.459961,45.42526857,130.6932916,216.7644336,582.4500122,13.38452904
22/01/2021,3844.23999,44.54256149,133.11573,219.0604038,582.0999756,13.70521832
25/01/2021,3851.679932,44.30611525,139.7480733,221.02835,567,13.7468604
26/01/2021,3862.959961,44.99652432,140.2657693,223.6715822,554.7299805,13.54611818
27/01/2021,3836.830078,44.29035,140.0997057,229.5947593,550.710022,13.19650661
28/01/2021,3755.75,44.56778049,136.2805228,227.289155,535.8800049,12.96335061
29/01/2021,3778.050049,43.53688116,132.67618,227.6557566,538,13.04189939
01/02/2021,3731.169922,43.04193025,130.6444619,226.7586123,536.789978,13.0202081
02/02/2021,3791.840088,43.86159912,132.5785215,232.7782144,542.0100098,13.36483042
03/02/2021,3840.27002,44.85464985,132.6077813,231.1092786,550.1699829,13.60147756
04/02/2021,3836.659912,44.97445416,133.1353088,234.0901881,539.8099976,13.49674579
05/02/2021,3878.300049,45.34015382,134.3613683,233.6753322,552.2600098,13.69025449
08/02/2021,3892.590088,45.11316593,133.0700821,234.5628688,555,13.69249796
09/02/2021,3910.48999,44.96813976,133.6472187,233.328057,546,14.30444457
10/02/2021,3920.780029,45.39689502,133.5102636,236.3475411,562.5,14.42663388
11/02/2021,3916.399902,45.09424982,132.9429013,236.1352969,564.4400024,14.9423266
12/02/2021,3911.649902,44.92716919,131.4266589,235.315283,556.9400024,15.01190034
16/02/2021,3939.610107,45.09740619,132.541842,236.3764607,557.289978,15.02611455
17/02/2021,3918.5,45.15099722,128.3940861,233.3336841,550.9899902,15.13259272
18/02/2021,3915.860107,45.48516937,126.3886839,233.797791,549,14.69171471
19/02/2021,3921.159912,45.77205468,127.40608,235.6832665,548,14.9864634
22/02/2021,3885.550049,45.22034612,125.2245898,229.5627068,534.9899902,14.73734641
23/02/2021,3857.070068,44.48580589,121.0670795,222.7073744,525,14.03961677
24/02/2021,3873.709961,44.07597587,122.2213998,222.3979599,539.7999878,14.08700055
25/02/2021,3915.800049,44.79160195,121.9670406,224.3994319,550.2700195,14.00994197
26/02/2021,3839.659912,44.27773752,119.922522,223.8676538,546.5100098,13.71768392
01/03/2021,3842.51001,44.03498836,121.0572759,228.0930426,545.5700073,13.83987497
02/03/2021,3903.639893,44.63396657,125.6158889,229.1662707,553.3400269,13.86481028
03/03/2021,3863.98999,44.16739039,122.0942224,224.4768403,545.9299927,13.39225873
04/03/2021,3818.530029,43.38871518,119.1007971,219.23618,521.5,12.76834415
05/03/2021,3793.580078,43.83636989,118.3475562,221.924183,511.980011,12.5182286
08/03/2021,3844.389893,45.67747089,118.2986386,223.7129656,514.460022,12.41848359
09/03/2021,3851.929932,45.66801241,116.4399811,225.1729733,507.3099976,12.10371732
10/03/2021,3891.98999,46.36789258,119.0421067,229.1566246,513.5,12.81241538
11/03/2021,3915.540039,45.83600939,119.8736023,227.1841651,512.2000122,12.92167356
12/03/2021,3924.52002,45.72845799,117.7801726,226.2655618,512.5,12.62058494
15/03/2021,3942.959961,45.64304387,118.7681981,227.1841377,516.3200073,12.83661065
16/03/2021,3973.590088,46.20294935,122.964838,228.4604418,524.4699707,13.32728419
17/03/2021,3949.570068,45.85497192,121.350761,228.3347518,522,13.01122903
18/03/2021,3953.5,45.57028488,120.2062128,224.8635755,516.4000244,13.10776757
19/03/2021,3913.139893,45.86763666,117.2910513,223.3745401,504.9599915,12.72211133
22/03/2021,3916.47998,46.10172506,117.7117096,222.6493675,509.1300049,12.88450742
23/03/2021,3937.600098,46.13651361,120.6464225,229.6304503,529.8699951,13.22525896
24/03/2021,3919.929932,46.72804824,120.1475293,229.9785218,533.7800293,13.12248451
25/03/2021,3879.340088,46.66478037,116.9388858,227.5128801,516.9899902,12.47216033
26/03/2021,3917.120117,46.3959036,117.7312528,223.8869716,502.8200073,12.5270424
29/03/2021,3969.310059,47.39550504,119.002979,228.7601935,505.6600037,12.79220921
30/03/2021,3963.340088,47.64223328,117.4965063,225.8014573,510.5100098,12.81391071
31/03/2021,3967.25,46.59202869,119.0029908,225.2020106,515.6699829,12.98703116
01/04/2021,3992.780029,46.87039066,120.9692585,230.5780062,529.9299927,13.54256373
05/04/2021,4034.439941,47.76560406,121.1746647,234.7260072,540.0100098,13.83716795
06/04/2021,4075.570068,48.00917947,123.7474434,239.4155154,544.8099976,13.96912853
07/04/2021,4074.290039,48.27806402,123.0920161,239.6088857,543.5,13.85038911
08/04/2021,4089.949951,48.04714215,126.1441148,244.4047249,551.1300049,14.22157513
09/04/2021,4096.109863,48.78101765,126.9756507,244.5014382,552.6900024,14.18291052
12/04/2021,4124.709961,49.46745775,129.6364547,246.2805426,551.0499878,14.25849467
13/04/2021,4130.100098,49.47061489,129.5582085,248.7461346,557,15.19818541
14/04/2021,4141.580078,49.63827511,132.0037882,248.9588745,554.8699951,15.59082497
15/04/2021,4139.759766,49.89449638,130.9081526,249.3939537,544.1699829,15.62824327
16/04/2021,4174.140137,50.9035901,131.3777215,250.8830024,550.539978,16.01788689
19/04/2021,4179.799805,50.57144331,130.6048832,251.5791642,546.9000244,15.50251694
20/04/2021,4159.180176,50.27092693,132.0820509,249.2876329,554.4199829,15.2897333
21/04/2021,4128.419922,50.74858459,129.4799447,250.3705129,508,15.08568045
22/04/2021,4170.459961,50.73593661,130.1451169,251.5984903,513.8200073,15.34137105
