Date,SPX,AAPL,MSFT,NFLX,NVDA,RDDT
21/10/2024,5857.82,233.94,414.46,765.76,138.12,80.56
22/10/2024,5832.7,233.38,416.82,765.27,142.9,77.77
23/10/2024,5834.5,233.57,429.14,762.83,142.02,77.69
24/10/2024,5817.8,229.48,423.63,751.97,140.81,77.86
25/10/2024,5826.75,229.24,425.06,756.17,140.92,79.02
28/10/2024,5833.93,232.81,429.94,758.68,142.99,82.21
29/10/2024,5819.68,232.59,426.29,751.13,140.28,79.72
30/10/2024,5832.65,232.1,435.69,758.08,139.53,104.9
31/10/2024,5775.34,228.84,413.7,753.93,137.59,117.4
01/11/2024,5723.22,220.48,407.38,753.48,134.69,114.0
04/11/2024,5725.15,220.5,408.16,753.14,137.2,110.76
05/11/2024,5722.43,221.31,406.74,757.35,137.44,110.5
06/11/2024,5864.89,222.12,410.77,771.5,142.95,124.15
07/11/2024,5947.21,224.14,419.6,781.37,146.38,121.57
08/11/2024,5976.76,226.92,423.62,797.36,148.76,130.03
11/11/2024,6008.86,224.75,420.83,795.9,148.67,139.0
12/11/2024,6003.6,224.3,416.58,807.5,146.77,126.66
13/11/2024,5985.75,223.76,419.96,822.62,149.06,128.8
14/11/2024,5989.68,224.77,423.3,833.67,147.63,132.06
15/11/2024,5912.79,226.15,418.14,832.04,144.86,128.79
18/11/2024,5874.17,225.0,413.21,815.5,139.49,125.56
19/11/2024,5870.05,226.73,411.46,839.75,141.31,129.01
20/11/2024,5914.34,227.81,415.2,879.98,147.4,137.16
21/11/2024,5940.58,228.63,418.66,883.93,149.34,141.27
22/11/2024,5944.36,227.81,410.55,896.0,145.92,145.41
25/11/2024,5992.28,231.21,417.54,902.05,141.98,149.5
26/11/2024,6000.03,233.07,418.75,867.49,137.69,141.65
27/11/2024,6014.11,234.21,424.26,872.06,135.0,137.8
29/11/2024,6003.98,234.55,419.25,882.17,136.77,143.43
02/12/2024,6040.11,237.01,420.73,887.51,138.82,144.0
03/12/2024,6042.97,239.55,428.98,894.36,138.25,141.0
04/12/2024,6069.39,242.6,432.16,898.05,141.99,150.84
05/12/2024,6089.03,243.72,437.04,917.85,145.11,155.58
06/12/2024,6081.38,242.64,441.42,915.23,144.6,152.06
09/12/2024,6083.01,241.56,441.71,928.0,138.97,171.5
10/12/2024,6057.59,246.62,443.5,913.76,139.01,168.31
11/12/2024,6060.15,247.69,443.16,924.71,137.36,164.0
12/12/2024,6074.29,246.62,448.21,933.35,137.08,164.01
13/12/2024,6068.17,247.55,447.54,916.81,138.94,164.35
16/12/2024,6063.79,247.72,446.38,923.94,134.18,169.27
17/12/2024,6052.55,249.8,450.11,921.54,129.09,177.15
18/12/2024,6047.65,251.88,450.42,919.13,133.86,172.45
19/12/2024,5912.71,247.23,440.74,908.18,131.76,163.9
20/12/2024,5842.0,247.77,432.24,893.21,129.81,162.99
23/12/2024,5940.25,254.49,435.87,913.42,136.28,171.25
24/12/2024,5984.63,255.21,433.78,915.0,140.0,169.0
26/12/2024,6024.97,257.91,438.2,928.4,139.7,177.8
27/12/2024,6006.17,257.55,433.73,916.01,138.55,175.53
30/12/2024,5920.67,251.95,425.21,894.51,134.83,167.38
31/12/2024,5919.74,252.16,425.25,901.8,138.03,166.0
